name,username,description,location,followers,numberstatuses,time,tweets
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,02-12-2015 13:11,@IbnNabih1 @KhalidMaghrebi_ @MuwMedia @Polder_Mujahid So we will translate it then inshallah let us knw if anybody is available for the subs
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,2/16/2015 15:57,"@IbnNabih1 @abuw_ukasyah @polder_mujaahid @AbuIzzadeen2 @MuwMedia  half way through, a few more days inshallah, been very busy."
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,2/20/2015 16:28,"@AbdirahmanBash2 @KhalidMaghrebi_ @IbnNabih1 @Polder_Mujahid  Aslm, we have completed the translation with the exception of a few news"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,2/20/2015 16:29,"@AbdirahmanBash2 @KhalidMaghrebi_ @IbnNabih1 @Polder_Mujahid reports and words of the Syrian people, will have that completed by tomorrow"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,2/20/2015 16:30,"@AbdirahmanBash2 @KhalidMaghrebi_ @IbnNabih1 @Polder_Mujahid  inshallah. Should we still finish it, or not?"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,2/26/2015 20:36,"NEW links for #JN Video - ENG Subs: The Path of Salvation :
WATCH:
http://t.co/1hLwtP3XOd
http://t.co/jcviGUdedv http://t.co/SzOgGMvPMI"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,2/26/2015 20:40,"DOWNLOAD #JN Video With English Subtitles: The Path of Salvation #سبيل_النجاة
https://t.co/HGZPYIAsw0 http://t.co/50UpXYFTwO"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,2/28/2015 23:35,"Video by @ansardeenfront with Eng Subtitles: 'Save Aleppo' 
WATCH: http://t.co/RjuFazPf0S 
DOWNLOAD: http://t.co/5Q0Ye0njKR
@a8531"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,03-04-2015 07:31,"ENGLISH TRANSLATION: A Pamphlet Released By #JN Regarding #IS 
Group of ‘Dawlah’ and the Islamic Ruling Regarding it
http://t.co/BykvOiIN2Z"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,04-01-2015 13:18,"Aslm, anybody translating the new audio of Sheikh Jawlani? Will do it if no one else is.@IbnNabih1 @Emerat_AQ_islam @_KhalidMaghrebi"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,5/13/2015 21:16,"@abuhamzaneh @50W30 @JN_Irhabiyya_97 @Aba_M0hammed Aslm, Will do it inshallah"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,5/29/2015 9:53,"RT @GIIMedia_CH004: Rules Of Imarah Part2 - Conditions of Imamah
https://t.co/Ga9SUS308a
Introductions And Definitions 
English Translation…"
GunsandCoffee,GunsandCoffee70,ENGLISH TRANSLATIONS: http://t.co/QLdJ0ftews,,640,49,06-03-2015 11:16,"ENGLISH TRANSLATION: Dialogue with Sheikh Tartoosi Part 2 
 http://t.co/AoAuRoTs5y"
Abu Layth Al Hindi,AbuLaythAlHindi,Kik: abulayth2014. Ex South African. Currently in shaam under the khilafa. And to Allāh belongs all Glory and praise.,Islamic State,68,18,07-07-2015 06:02,"‍‌‌‌‌‍‌‌‌🔻‌‌[ الإثنين  1436/9/19 هـ ]‍‌‌‌‌‍‍‍‍‌🔺‌
النّشرة صوتيّة | ‍‌‌‌‌‍‌‍‍‍‌🔊‌‌ و مكتوبة | 
https://t.co/g4vz77lEVt
#دولة_الخلافة"
Abu Layth Al Hindi,AbuLaythAlHindi,Kik: abulayth2014. Ex South African. Currently in shaam under the khilafa. And to Allāh belongs all Glory and praise.,Islamic State,68,18,8/17/2015 20:20,#BREAKING #CONFIRMED Islamic State takes control of al-Jusiya border post linking Jurud al-Qaa in Lebanon to Qusayr in Homs countryside
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/26/2015 17:23,Salamu Alaykum. I'm back. Do supports and spread my new account. Barakallahu Feekum http://t.co/wXpW7vGXdw
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/26/2015 17:24,@YazeedDhardaa25 cc @ibn_nuhas @Jazrawi_Uod @striv3ride @AfroQaqaisback
abu baker aldimashqi,abubakerdimshqi,,,112,273,8/28/2015 23:08,"best generation ever, TAKBIRRR #IS #Dawlah #cubs https://t.co/N9iwCfnMzT"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 4:33,@baqiya58 Jazakallahu akhi
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 4:33,@umulbanat1 Jazakallahu ukh
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 4:34,@AlJabarti22 Jazakallahu akh
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 4:34,@UmmAysha20___ Jazakallahu ukhti @Abtigood @AsadAlKanadi10
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 4:35,@BintRose33 Jazakallahu ukhti @AbuHaleema28 @skxxx50 @Abtigood @_Muslimah1___ @JasonPhedo @AlJabali23 @AbdullahKayaNIW @CheckContentt
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 20:16,@Skxx51 Actually he has been changed drastically after IS took a revenged and encircled them in DEZ @striv3ric @War_Reports (1)
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 20:17,@Skxx51 he can't accept the mubahala between Sh Adnani &amp; Abu Abdullah Shami where the truth is on IS @striv3ric @War_Reports (2)
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 20:20,@Skxx51 If all of you remember his tweets from his first acc he used to support IS and made a clarification the @striv3ric @War_Reports(3)
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 20:22,@Skxx51 truth behind Jan13 where he's asserted that FSA the one who start the infighting and killing muhajireen @striv3ric @War_Reports(4)
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 20:33,@Skxx51 those who doesn't know him will says that his tweets are true and he's on haqq.. @striv3ric
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 20:42,"History repeated itself. JN almost vanished when #IS came to #Syria and massive bayah from #Aleppo &amp; #Raqqa
https://t.co/qMmG1K8Csa"
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 10:23,report JN tells their fighters they won't participate in mari battle against Islamic state under any circumstance https://t.co/pe6...
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 11:47,The sahawat declare these villages military zones but love to talk about civilian deaths and provide no videos http://t.co/XrsJ0lCYDH/s/Q6jN
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:03,"Didnt i tell you that JN only make takfir on those who spill their holy blood? SRF, hazm? https://t.co/qQUYie0efm/s/hJqq"
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:04,@abuyaqub6: RT @Alwalawalbara12: May Allah punish every shiite ! https://t.co/y1WWfRJdTp/s/AqAU
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:10,"*NEW*
Hijrah Advice Part 7: Security Measures

http://t.co/m6xJWRXTbE/s/mTE2/s/bTlT/s/m8S8
http://t.co/m6xJWRXTbE/s/mTE2/s/..."
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:10,"aNOr/s/mTE2/s/bTlT/s/m8S8
http:."
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:14,"#ولاية_دمشق

مرتدین صحوات کے دو افراد ھلاک اور دیگر زخمی ہوگئے، یہ"
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:14,افراد جنوب دمشق یلدا میں ضلع الزین کی جانب جانیوالی ٹنل
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:28,Nusra used to have a 5 to 7 km frontline against IS in North-Aleppo. IS could never advance from that side.
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:31,"@macroarch: أبو سمرا، طرابلس، لبنان 
Abo Samra, Tripoli, Lebanon ht"
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:31,tp://t.co/sNAkcqB7MR/s/tFTW
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:38,"For Sake of Allah
return_of_the_gold_dinar
https://t.co/ZxKdY9oIK7/s/a7HH
http://t.co/nhkQJGxRjR/s/V84v
http://t.co/jkDo16p9fX/s/VI21 http:."
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 14:02,حشد الشعبي کا مددگار صحوات الجیسات کا عنصر عدنان الجبوري آج #المال
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 14:02,حة / #بيجي میں جنود #الخلافة کے ہاتھوں ھلاک ہوگیا۔ http://t.co/CDoM
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 14:03,E58qi7/s/L7uu
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 16:27,"@AHWAAL_UMMAT10: ""مصطفى الزبيدي"" جیش الصفوي کا عنصر جنود #الخلافة ک"
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 16:27,ے ہاتھوں کل عراق میں ھلاک ہوگیا۔ http://t.co/ot6mr9wwmk/s/TE28
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 17:37,"WilayatSalahuddin
Side of the ongoing battles against Safavid army &amp; militias west of Baiji city http://t.co/pGZxKkoC/s/3wt-."
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 10:57,RT @abdelhakzait: @nasseralfahad0كما فعل المجاهدون   وليس مجاهدين كيف لجاهل باللغة أن يكون عالما بالدين
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 10:58,AMEEN #Mojahdin #Saudi  https://t.co/XqoCTG3Ppm
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 10:59,#IS #Doma  https://t.co/WXscnmSUne
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 11:02,#ناصر_الفهد : [هذه الدولة (#السعودية ) لا تعرف جهاداً في سبيل الله ولا غيره، وإنما تعرف (الجهاد في سبيل أمريكا) ] .
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 11:04,pls share brothers and sisters  https://t.co/Cske0scIbu
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 11:39,عقبال #دمشق https://t.co/Tn4tpgLgxA
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 11:44,RT @CNN: Photo of Israeli soldier holding Palestinian boy in headlock goes viral. http://t.co/OD1Tk1RwGx http://t.co/iO0AlaUqDR
IS_BAQIYA,BaqiyaIs,,,25,471,8/31/2015 13:17,"Iraq
Hashd criminals bought to justice same way the killed Sunnis , they were killed by IS
https://t.co/qSMoGs3IHh/s/cgxY http."
IS_BAQIYA,BaqiyaIs,,,25,471,8/31/2015 14:50,غزوہ ابو حسان الخثعمی
IS_BAQIYA,BaqiyaIs,,,25,471,8/31/2015 14:51,غزوہ ابو حسان الخثعمی. .
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 10:59,Yarmouk TV channel linked to the Jordanian Muslim Brothers has been suspended by Joedanian  authorities. http://t.co/pWIO0plqdJ/s/SzIN
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 11:01,"@anti__terrorist: #WilayatAlJazirah
Harvesting comb honey from beehives
http://t.co/uZrMzw9qNy/s/dLaK http://t.co/Tdi7ndoht4/s/91CM"
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 11:06,#AlShabaab claims it killed 50+ #AMISOM soldiers from #UPDF in today's Jannaale attack carried out by Sheikh Abu Zubayr battali
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 11:19,"@FollowTheHaQQQ: #IslamicState Wilayet #Sinai
Coming Soon http://t.co/Qn47D3R9e7/s/YiW2"
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 14:41,"#IS #WilayatBarqah #Libya 
Distributing da'wah leaflets in Noufaliy"
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 14:41,ah town. 📷 http://t.co/oBltqWJCHJ/s/yrBT http://t.co/fsd3nWsdGO/s/
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 14:41,on_Y
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 14:49,"The bakery Administration ➡  9th in top ten selected

wlaya raqqah"
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 14:49,https://t.co/NSaIFPbNG7/s/ZiSk http://t.co/83MzxnOaVi/s/ZG4V
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 14:52,"General Petraeus: Use Al-Qaeda (JN) Fighters to Beat the Islamic State 

http://t.co/GBPJ6Jz9KP/s/nsvA 

I Leave the comments to"
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 14:52,"Poor IS ""Baathists &amp; Saddamists"",even Russia have intervenerad on behalf of #Assad 
So, Kuffar, Nationalists, Apostates, Sultan scholars etc"
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 14:56,"@3diyah1000: Most popular attacks in Somalia last years : #dayniile attack, #Lego attack, #Jannale attack, #Yurkud attack.
#Somalia"
IS_BAQIYA,BaqiyaIs,,,25,471,09-01-2015 15:03,"US-trained Division 30 has entered Marea to fight the Islamic State, JN has reportedly allowed this (?!)
http://t.co/xC7g/s/6KhJ."
abu baker aldimashqi,abubakerdimshqi,,,119,274,09-01-2015 16:05,@Tawheed1_IS but one is important to live when the other one is not!
abu baker aldimashqi,abubakerdimshqi,,,119,274,09-01-2015 16:08,the word of the week! https://t.co/B8bvjrYU5s
abu baker aldimashqi,abubakerdimshqi,,,119,274,09-01-2015 16:21,"@IronMuhajir2 @jundhullah14 
nothing like Jihad, God give us the help and power to do our FARRIDA"
IS_BAQIYA,BaqiyaIs,,,25,471,09-02-2015 03:07,"جديد

#ولاية_سيناء

حصاد الأجناد

https://t.co/WYghkb7aOa/s/_H8l
و"
IS_BAQIYA,BaqiyaIs,,,25,471,09-02-2015 03:07,"https://t.co/4yOV4XFTMh/s/JFUK
و
https://t.co/VxdsEBLJnb/s/Gxfh htt"
IS_BAQIYA,BaqiyaIs,,,25,471,09-02-2015 03:08,p://t.
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-02-2015 04:42,"#IslamicState now just 8 kilometres from Great Umayyad Mosque. March towards #Damascus
https://t.co/GAApm97s0R"
IS_BAQIYA,BaqiyaIs,,,25,471,09-02-2015 15:47,"BREAKING
Nigeria
Islamic State advance on Lagos the business capital biggest city in Nigeria 
http://t.co/nfCHTA18f3/s/n6GP"
IS_BAQIYA,BaqiyaIs,,,25,471,09-02-2015 16:07,"#WilayatAlFallujah

New Video : The Knights of Victory (Part 3)

Coming Soon.....InshaAllah http://t.co/RaCiBw8yNU/s/uXrn"
IS_BAQIYA,BaqiyaIs,,,25,471,09-02-2015 17:34,@Jazrawi_Missk: Apostate FSA group declares hiwar this area circled as a military zone. http://t.co/34AjemeLva/s/zjMI
abu baker aldimashqi,abubakerdimshqi,,,119,274,09-02-2015 23:06,my heart is tears blood every day for those kids from the occupied #Syria my loved country https://t.co/iZPJdxSkG2
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 03:16,"WilayatSayna
Konkurs Missile attacks - Harvest of the Soldiers Islamic State Wilayat Sayna'
http://t.co/2oHOgdXVKO/s/y-je..."
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 03:17,"#WilayatAlFurat
New Video : Rejoice of the Citizens with Gold Currency
http://t.co/WHluM0r4GA/s/fgVN
https://t.co/Dl5Apf88w7/s/V0A6 ht."
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 03:18,Here is the #JN shar'ī who was doing the job. See the face? His nam
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 03:18,"e is Abu Abwab.

(2/2)

https://t.co/qI2NAkvGsI/s/nRrr"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-03-2015 04:31,"RT @pieternanninga: New 37-min video #IS #Sinai prov.: snipers, VBIEDs, manpads &amp; footage of last July's attack on #Egypt|ian patrol boat h…"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-03-2015 04:32,RT @pieternanninga: New #IS video shows four men being burned alive in al-Anbar province http://t.co/YvdLFHfaUV
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 13:03,"Ali Mohammad Beqaaey died. Second Syrian refugee child to die shot by funeral stray bullets in Lebanon, in 2 months...."
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 13:03,"@uygaraktas: #Uighurs are being eliminated in Pakistan under the pretext of war  against terrorism 
http://t.co/1QwksVvqKk/s/kJQn"
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 13:03,What more...Sariyyah al-Ghuraba are extended to Mali &amp; sahara of maghrib/ Algeria!
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 13:04,Mujahideen from Burma capture 3 pigs of the Buddhist army http://t.co/UJMkNMR6NH/s/l_Oi
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 13:16,"Britain should not take more Middle East refugees, says David Cameron http://t.co/baiaDRZE0h/s/uWyk http://t.co/FTJbfUr9xh/s/2QDx"
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 14:22,"@striv3ric: Here's an alternative link of the statement of the pledge on archive org

https://t.co/L4wHO4mbUg/s/gyZx"
IS_BAQIYA,BaqiyaIs,,,25,471,09-03-2015 16:14,"https://t.co/WsGDfE73mq/s/erwg 
#Amaq_News: Video showing #IS soldiers controlling the entire #al_qadam quarter South of #Damascus."
abu baker aldimashqi,abubakerdimshqi,,,119,274,09-03-2015 23:47,"RT @MuslimPrisoners: Bothers &amp; Sisters plz show determination.
If the haters never trier banning Abu Haleemah, we should never stop our sho…"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-04-2015 12:47,"RT @3bdUlkaed6r: Russian troops 'fighting alongside Assad's army against Syrian rebels'
http://t.co/crncNUCX9q"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-04-2015 12:48,RT @syrializer: #Syria: ISIS Destroys More Ancient Artifacts In #Palmyra #IslamicState http://t.co/0BC2ETgejL http://t.co/Ip8gGzNXsb
IS_BAQIYA,BaqiyaIs,,,25,471,09-04-2015 16:06,Iraq Basra body of young sunni child found with signs of torture 1 day after being kidnapped by Rafidah militia
IS_BAQIYA,BaqiyaIs,,,25,471,09-04-2015 16:16,"@AK47_PK:
#IS launched #Katyusha Rockets Against #Peshmerga Barracks In 
#Hawija http://t.co/UHBNrgTQch/s/8UQA"
IS_BAQIYA,BaqiyaIs,,,25,471,09-04-2015 16:17,"@AK47_PK:
#IS Official Statement on Ishtihadi Operasion In South East Of 
#Ramadi http://t.co/3us8jmGfJQ/s/teR7"
IS_BAQIYA,BaqiyaIs,,,25,471,09-04-2015 16:20,"@AK47_PK:
wilayatwestafrica/ double martydom operation targeted military #camp in north Cameroon kills 19,wounds 143"
IS_BAQIYA,BaqiyaIs,,,25,471,09-04-2015 16:25,"Tower of Elahbel a grave made into a tower, worshiped by people around the world. Destroyed by Islamic State."
IS_BAQIYA,BaqiyaIs,,,25,471,09-04-2015 17:35,"العراق : بيجي

جحش کا رافضی لیڈر ""مصطفى المحمداوي"" کل جنود الدولة ا"
IS_BAQIYA,BaqiyaIs,,,25,471,09-04-2015 17:35,لإسلامية کے ہاتھوں ھلاک ہوگیا۔ http://t.co/ae1lnq60z3/s/-iYz
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 00:40,"Large quantities of weaponry left behind by Iraqi army and Badr militia upon attack by #ISIS in #Fallujah, #Iraq. #PT http://t.co/YZSCxK"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 00:40,@spamci16: More than 70000 childrens have been killed by Assad regime.Why cry only for the drowned child?Hypocricy of the world.
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 00:42,PHOTOS: #UAE broadcast footage of airstrikes in #Yemen after 45 UAE soldiers killed in Marib.- @Flea1337 http://t.co/2GKY3HemJW/s/-ZpH
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 02:20,"also my sincere condolences for UAE , but also for the 4500 Yemeni civilian killed in this meaningless war  https://t.co/qlvRqzEkjL/s/Gqek"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 02:31,Syrian apostate sahwat dragging a beheaded corpse of a muslim for the sake of America and Turkey https://t.co/M9NiJOQNY4/s/9pvk
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 02:51,"#ولاية_حلب

مدينة مارع میں جنود خلافة کیساتھـ جھڑپوں میں ہلاک ہونیو"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 02:51,"الےمرتدین صحوات کی لاشیں

http://t.co/GdwuxmxSJX/s/t-eX http://t.co/lpgdNYtDiO"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 02:51,/xGLf2TcqF5/s/ZMTR
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 02:58,"@AK47_PK:
This is how coalition Air Raid Destroyed humanity,

An infant injured in an Coalition strike at Ar Rutbah, August 6..."
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 03:51,15 year old US crusader sent to hell with I fag in his mouth by islamic state in kafra mazra3ah. Hilarious http://t.co/D2/s/CP7e.
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 03:51,A Canadian warplane mistakenly broadcast its location over Islamic State controlled territory http://t.co/Vi8cNgOjCR/s/dHC
